genre,sentence1_id,sentence2_id,filename,year,id,score,sentence1,sentence2,url1,url2,dev_train_or_test
main-captions,32271,32272,images,2015,684,4.4,A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,,,train
main-captions,32281,32282,images,2015,687,4.6,The woman is leading a dog through an obstacle course.,Woman leading her small dog through an obstacle course.,,,train
main-captions,32291,32292,images,2015,694,2.4,Two dogs on the beach.,A dog walks on the beach.,,,train
main-captions,32301,32302,images,2015,695,1.0,A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,,,train
main-captions,32311,32312,images,2015,701,2.2,The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.,,,train
main-captions,32321,32322,images,2015,704,4.8,Two dogs running down a beach.,two dogs running on the beach,,,train
main-captions,32331,32332,images,2015,705,2.0,A black and white dog swimming in the pool,A black and white dog running with something in his mouth.,,,train
main-captions,32341,32342,images,2015,707,3.8,A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.,,,train
main-captions,32351,32352,images,2015,708,5.0,A yellow shirted man wearing a golden sun mask.,"A man in a yellow shirt wears a gold, sun-shaped mask.",,,train
main-captions,32361,32362,images,2015,713,0.4,A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,,,train
main-captions,32371,32372,images,2015,714,4.2,A child with his hands on his head.,A little boy stands with his hands on top of his head,,,train
main-captions,32381,32382,images,2015,716,1.8,A man wearing a orange vest is canoeing in the blue water.,A man in an orange jacket raising his hands to the sky in the sand.,,,train
main-captions,32391,32392,images,2015,722,1.2,An old man in a black trench coat standing in a marketplace.,The baby is wearing a red shirt and walking in a plaza.,,,train
main-captions,32401,32402,images,2015,731,4.8,A man climbing a cliff face.,A man climbs a sheer cliff face.,,,train
main-captions,32411,32412,images,2015,736,0.6,Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.,,,train
main-captions,32421,32422,images,2015,738,3.4,A white and brown dog playing with a black toy.,A white and brown dog is playing tug-o-war.,,,train
main-captions,32431,32432,images,2015,741,3.0,A boy plays baseball.,A man is playing baseball.,,,train
main-captions,32441,32442,images,2015,744,0.0,A boy wearing a red shirt runs across the grass with a furry dog.,A sports fan is wearing face paint in the stands.,,,train
main-captions,32451,32452,images,2015,747,0.0,A black dog retrieves in the snow.,A skateboarder jumping in the street.,,,train
main-captions,32461,32462,images,2015,749,3.2,A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.,,,train
main-captions,32471,32472,images,2015,752,3.2,A dog jumping for a Frisbee in the snow.,A dog is jumping in the snow.,,,train
main-captions,32481,32482,images,2015,756,3.4,A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the red collar is bearing it's teeth at the dog with the blue collar.,,,train
main-captions,32491,32492,images,2015,761,4.2,Two brown dogs are biting each other.,Two brown dogs biting each other on sand.,,,train
main-captions,32501,32502,images,2015,764,4.0,A skateboarder attempts a trick on the side of a low wall.,A boy does skateboard tricks on a railing.,,,train
main-captions,32511,32512,images,2015,767,2.8,A young girl doing a back flip in the water.,a young girl wearing purple running through water,,,train
main-captions,32521,32522,images,2015,768,0.8,A snowboarder rides a snowboard down a railing beside a flight of steps.,A boy is grinding a skateboard down a concrete wall.,,,train
main-captions,32531,32532,images,2015,773,1.4,A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.,,,train
main-captions,32541,32542,images,2015,774,4.2,A small boy in a bathrobe is sitting in a metal chair.,A boy in a robe sits in a chair.,,,train
main-captions,32551,32552,images,2015,777,2.2,A black dog is running through the snow.,A black pit bull dog is running through the dirt.,,,train
main-captions,32561,32562,images,2015,778,3.4,a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a wooden floor.,,,train
main-captions,32571,32572,images,2015,782,0.4,A young boy is riding a bike.,A young girl laying on a blue inflatable toy,,,train
main-captions,32581,32582,images,2015,783,1.8,A black dog running in the snow.,A black dog running on a beach.,,,train
main-captions,32591,32592,images,2015,784,1.0,Three dogs in the snow by a fence.,Two dogs drink water in a lake.,,,train
main-captions,32601,32602,images,2015,787,0.2,A girl runs along a river bank with two black dogs.,A little boy is petting a tiger that is laying down.,,,train
main-captions,32611,32612,images,2015,791,1.8,"A teenage girl running on a beach shouting, with an older man walking behind her.",a young child running along the shore at a beach,,,train
main-captions,32621,32622,images,2015,799,0.0,A brown and white dog is walking next to a man on a skateboard.,A blond child is laying on a branch of a tree in a green field.,,,train
main-captions,32631,32632,images,2015,800,4.0,Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.,,,train
main-captions,32641,32642,images,2015,802,4.2,The man in the red shirt is climbing the side of a mountain.,A man is climbing the side of a mountain.,,,train
main-captions,32651,32652,images,2015,807,1.4,A man riding a motorcycle while wearing a black uniform.,A white motorcycle is being ridden around a race track.,,,train
main-captions,32661,32662,images,2015,813,1.2,a black dog swimming through a river.,a black dog digging through the snow.,,,train
main-captions,32671,32672,images,2015,818,3.2,A man and a woman are smiling.,A man and a woman laughing.,,,train
main-captions,32681,32682,images,2015,819,4.8,A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,,,train
main-captions,32691,32692,images,2015,821,1.4,Two little girls are playing on a trampoline.,Two little boys are playing on a playground.,,,train
main-captions,32701,32702,images,2015,823,0.2,Two girls are jumping high in the air.,Two dogs nussle one another in the grass near a lake.,,,train
main-captions,32711,32712,images,2015,824,4.8,The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette,,,train
main-captions,32721,32722,images,2015,826,4.2,A dog is running along the grass.,A brown dog is running in the grass.,,,train
main-captions,32731,32732,images,2015,827,1.0,A man with long hair is looking through a camera.,A woman stands against a wall near a video camera.,,,train
main-captions,32741,32742,images,2015,831,4.0,Brown dog running on grass.,The dog is running on grass.,,,train
main-captions,32751,32752,images,2015,835,0.0,Two people wearing hats sit and look at the camera.,A man wearing a blue shirt makes a grouchy face.,,,train
main-captions,32761,32762,images,2015,842,3.2,Two girls playing with people and flowers behind them.,Two young girls wearing skirts are playing in a garden.,,,train
main-captions,32771,32772,images,2015,848,0.0,A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concrete building.,,,train
main-captions,32781,32782,images,2015,849,1.4,A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.,,,train
main-captions,32791,32792,images,2015,851,0.0,Child sliding in the snow.,Man sleeping on the street.,,,train
main-captions,32801,32802,images,2015,854,4.2,Three dogs are playing in the water.,Three dogs swim in the water.,,,train
main-captions,32811,32812,images,2015,855,5.0,A white dog running on sand.,A white dog runs on the sand.,,,train
main-captions,32821,32822,images,2015,856,0.2,A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.,A kid runs in the opposite direction of others who were playing a game.,,,train
main-captions,32831,32832,images,2015,859,1.4,a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.,,,train
main-captions,32841,32842,images,2015,860,2.2,A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water,,,train
main-captions,32851,32852,images,2015,862,0.6,A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulders under a parked car that is jacked up.,,,train
main-captions,32861,32862,images,2015,863,0.8,A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.,,,train
main-captions,32871,32872,images,2015,865,3.2,A dog swims in the water.,Three dogs swim in the water.,,,train
main-captions,32881,32882,images,2015,867,4.6,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,,,train
main-captions,32891,32892,images,2015,871,2.8,"The blonde woman is wearing a black, american flag, tartan cap.",A red-haired woman is wearing a black beret adorned with the American flag.,,,train
main-captions,32901,32902,images,2015,872,0.6,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,,,train
main-captions,32911,32912,images,2015,873,0.4,A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.,,,train
main-captions,32921,32922,images,2015,877,4.2,a man walks two dogs on leashes down the street,A man walks two dogs in the city.,,,train
main-captions,32931,32932,images,2015,880,2.2,A dog is running in the snow.,Two dogs running in the dirt,,,train
main-captions,32941,32942,images,2015,881,1.6,A small boy playing in the snow.,The brown and white dog is playing in the snow.,,,train
main-captions,32951,32952,images,2015,890,3.2,A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.,,,train
main-captions,32961,32962,images,2015,897,3.2,a white dog running in the snow,The dogs are running in the snow.,,,train
main-captions,32971,32972,images,2015,899,0.0,The black dog is running through the snow.,A race car driver is driving his car through the mud.,,,train
main-captions,32981,32982,images,2015,900,4.4,A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.,,,train
main-captions,32991,32992,images,2015,901,0.6,A group of people sitting around a desk.,A group of girls on a beach.,,,train
main-captions,33001,33002,images,2015,903,2.8,Three dogs are running in a field.,Two dogs are running in a grassy field,,,train
main-captions,33011,33012,images,2015,904,0.4,A man and woman with their hands on their chins are standing next to a Christmas tree.,The man with a white beard and blue cap is standing in the doorway of a workshop.,,,train
main-captions,33021,33022,images,2015,905,1.2,The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.,,,train
main-captions,33031,33032,images,2015,906,1.4,A white dog running through the snow,The black and white dog runs through the grass.,,,train
main-captions,33041,33042,images,2015,909,0.6,A man on skis on a snow-covered hill with mountains in the background,A dog enjoys a romp in the water with mountains and sand in the background.,,,train
main-captions,33051,33052,images,2015,918,1.2,A man on a bike nest to a river.,A man on a bike does a very high jump.,,,train
main-captions,33061,33062,images,2015,927,0.4,A skier going down the snowy hill.,A brown dog is laying in the snow.,,,train
main-captions,33071,33072,images,2015,928,3.6,Two dogs are running on the grass.,Two dogs running in the dirt,,,train
main-captions,33081,33082,images,2015,930,0.6,A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.,,,train
main-captions,33091,33092,images,2015,935,2.2,A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.,,,train
main-captions,33101,33102,images,2015,938,4.8,A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.,,,train
main-captions,33111,33112,images,2015,946,2.0,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,,,train
main-captions,33121,33122,images,2015,952,2.4,A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.,,,train
main-captions,33131,33132,images,2015,953,4.2,three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.,,,train
main-captions,33141,33142,images,2015,954,0.2,The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.,,,train
main-captions,33151,33152,images,2015,960,3.2,A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.,,,train
main-captions,33161,33162,images,2015,964,3.8,A bird sits in a tree.,A bird sits in a leafless tree.,,,train
main-captions,33171,33172,images,2015,965,4.0,A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.,,,train
main-captions,33181,33182,images,2015,972,0.6,A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.,,,train
main-captions,33191,33192,images,2015,976,3.2,A child is walking from one picnic table to another.,The boy hops from one picnic table to the other in the park.,,,train
main-captions,33201,33202,images,2015,979,3.0,A dog in the snow.,Two dogs in snow.,,,train
main-captions,33211,33212,images,2015,981,4.8,Dalmation running along the beach.,A Dalmation runs along a beach.,,,train
main-captions,33221,33222,images,2015,986,5.0,A dog running through snow.,A dog runs in the snow.,,,train
main-captions,33231,33232,images,2015,989,2.0,Four black dogs run across the grass.,A dog runs across the grassy field.,,,train
main-captions,33241,33242,images,2015,990,3.6,A man in red and black is hitting a soccer ball with his head.,A man in a red striped soccer shirt heads a ball.,,,train
main-captions,33251,33252,images,2015,991,1.2,A brown dog is walking on the grass.,A dog chases another by a tree.,,,train
main-captions,33261,33262,images,2015,999,4.6,A woman placing a baby on a skateboard on the beach.,a woman holds a small baby on a skateboard at the beach,,,train
main-captions,33271,33272,images,2015,1001,4.0,A black dog is biting a light brown dogs ear in a playful manner.,A black dog playfully bits another dog in a living room setting,,,train
main-captions,33281,33282,images,2015,1002,4.4,The beagle is walking on the beach at the waterline.,A beagle walks along the calm shore.,,,train
main-captions,33291,33292,images,2015,1007,5.0,The black and white dog runs through the grass.,A black and white dog is running through grass.,,,train
main-captions,33301,33302,images,2015,1010,0.0,"Two dogs run through the snow, one with a tennis ball.","The boy is doing a stunt, through the air, on his bicycle.",,,train
main-captions,33311,33312,images,2015,1012,3.2,A black dog is walking on the grass with a stick in it's mouth.,The black dog is running on the grass with a toy in it's mouth.,,,train
main-captions,33321,33322,images,2015,1015,3.0,A man walks toward a policeman standing in a crosswalk on a city street.,A policeman stands in a crosswalk in a city.,,,train
main-captions,33331,33332,images,2015,1020,4.6,A black dog and a white dog playing in the street.,A black dog and a white dog play in the street together.,,,train
main-captions,33341,33342,images,2015,1023,3.6,A large black and white dog is swimming in the water.,A black and white dog with a stick is in muddy water.,,,train
main-captions,33351,33352,images,2015,1024,4.2,A little boy clowns with a colander on his head.,A boy with a metal colander on his head.,,,train
main-captions,33361,33362,images,2015,1037,0.0,Two constructions workers sit on a beam taking a break.,The man is putting on his shirt near an elevator.,,,train
main-captions,33371,33372,images,2015,1038,1.2,A man and a woman laughing.,A man and a woman kiss.,,,train
main-captions,33381,33382,images,2015,1040,2.83,"A black, brown and white dog running through a field.",A white and brown dog runs in a field.,,,train
main-captions,33391,33392,images,2015,1042,4.6,Children are playing in a swimming pool while two adult men watch them.,Children play in a pool while adults look on.,,,train
main-captions,33401,33402,images,2015,1047,0.0,Two kids splashing in the water.,Two dogs play together on the bed.,,,train
main-captions,33411,33412,images,2015,1051,4.6,The brown and white dog is walking in shallow waters.,A white and brown dog appears to be walking on the water.,,,train
main-captions,33421,33422,images,2015,1052,1.6,A woman reads while on public transportation.,A man who has fallen asleep on public transportation.,,,train
main-captions,33431,33432,images,2015,1054,1.8,A bulldog is running through a grassy park while people stand in the background.,A dog is running in a large body of water causing it to splash.,,,train
main-captions,33441,33442,images,2015,1055,2.2,A young boy riding a bike on a brick road,A person does tricks on a bike on a ramp surrounded by trees.,,,train
main-captions,33451,33452,images,2015,1063,3.8,The young man is skateboarding at a skate park.,a boy in a blue T shirt is airborne on a skateboard in a skate park.,,,train
main-captions,33461,33462,images,2015,1068,4.4,A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.,,,train
main-captions,33471,33472,images,2015,1070,3.0,A person is out in the water at the beach while the sun sets.,A person above their surfboard on the water.,,,train
main-captions,33481,33482,images,2015,1072,4.0,A dog jumps in midair to catch a Frisbee.,The brown dog jumps for a pink Frisbee.,,,train
main-captions,33491,33492,images,2015,1075,1.0,The dog returns the play toy to its master.,Three dogs race in the snow together.,,,train
main-captions,33501,33502,images,2015,1078,4.6,Two females jump off of swings.,Two girls jump out of swings.,,,train
main-captions,33511,33512,images,2015,1079,0.6,A woman with a young girl pose with bear statues in front of a store.,A man in a jersey stands in front of a large crowd.,,,train
main-captions,33521,33522,images,2015,1087,4.4,A shirtless man playing football on a lawn.,A shirtless man catches a football,,,train
main-captions,33531,33532,images,2015,1088,0.8,A girl wearing green twists something in her hands.,A young boy wearing only green shorts poses awkwardly with a brick background.,,,train
main-captions,33541,33542,images,2015,1092,0.4,A man in a red jacket holds his bike for the picture.,A woman in a red jacket is video taping a natural landscape.,,,train
main-captions,33551,33552,images,2015,1093,0.8,A boy jumps into a not-so-crowded public pool.,A man jumps while on a snowboard.,,,train
main-captions,33561,33562,images,2015,1096,0.6,The clowns are striking a pose for the camera.,A child in orange is on a boogie board in the waves.,,,train
main-captions,33571,33572,images,2015,1098,0.0,Four kids holding hands jump into a swimming pool.,Four dogs playing in the snow.,,,train
main-captions,33581,33582,images,2015,1104,2.8,A boy pushes a wagon with two pumpkins.,A child squats behind a wagon with two pumpkins in it.,,,train
main-captions,33591,33592,images,2015,1105,0.0,Two soccer players battle for the ball during an intense match.,Two little orange and white dogs are in the snow.,,,train
main-captions,33601,33602,images,2015,1111,3.8,The black dog is walking through the tall grass.,The black dog is running through the grass.,,,train
main-captions,33611,33612,images,2015,1116,3.4,Two black dogs playing in the snow.,A black dog digs in the snow.,,,train
main-captions,33621,33622,images,2015,1121,5.0,A dog jumps over a chain.,A dog leaping over a chain.,,,train
main-captions,33631,33632,images,2015,1125,4.6,A girl with a black purse sitting on a wooden bench.,A young woman with a black purse sits on a wooden bench.,,,train
main-captions,33641,33642,images,2015,1129,2.2,A black and a yellow dog,A black dog and a brown-and-white dog play in a field.,,,train
main-captions,33651,33652,images,2015,1130,3.4,Three children in a ball pit.,Several children playing in a ball pit.,,,train
main-captions,33661,33662,images,2015,1131,3.6,A large white and grey dog runs through a yellow tunnel in an obstacle course.,A white and black dog is running out of a yellow and orange tube.,,,train
main-captions,33671,33672,images,2015,1133,4.8,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,,,train
main-captions,33681,33682,images,2015,1135,0.0,A man stands astride a bike on a rocky trail by a lake.,"A woman is wearing a white headband, purple tank top and black gloves.",,,train
main-captions,33691,33692,images,2015,1136,2.4,A brown dog is running through green grass.,A brown dog is running though a river.,,,train
main-captions,33701,33702,images,2015,1139,3.4,A small white dog and large brown dog play on the grass.,A small light tan dog is running past a large brown dog standing in the grass.,,,train
main-captions,33711,33712,images,2015,1141,3.4,A woman holds a dog while another dog stands nearby in a field.,A lady holding one dog while another dog is playing in the yard.,,,train
main-captions,33721,33722,images,2015,1146,2.4,A black dog walking through water.,Two black dogs walking through the snow.,,,train
main-captions,33731,33732,images,2015,1148,1.8,A black dog is running in snow.,A black dog is swimming with a ball in it's mouth.,,,train
main-captions,33741,33742,images,2015,1149,1.6,A woman dressed in green is playing with her tan dog.,A tan dog licks a girls hand while laying down.,,,train
main-captions,33751,33752,images,2015,1150,4.6,Two homeless men stand outside with a cardboard sign.,Two homeless young men holding a cardboard sign.,,,train
main-captions,33761,33762,images,2015,1152,3.6,A brown dog wades in the water.,A dog splashes in the murky water.,,,train
main-captions,33771,33772,images,2015,1154,2.8,One man in an orange shirt wearing a white helmet is riding a bike.,The man wearing a blue helmet is riding a Polaris.,,,train
main-captions,33781,33782,images,2015,1159,1.8,A little boy is standing in front of a wedding party laughing.,A person standing on a stage in front of a seated crowd,,,train
main-captions,33791,33792,images,2015,1163,3.6,A person on a snowmobile.,A person on a snowmobile in mid jump.,,,train
main-captions,33801,33802,images,2015,1166,0.8,The man is standing on the shore hitting a ball with a paddle.,Two teenage girls are standing on beside the beach listening to ipods.,,,train
main-captions,33811,33812,images,2015,1168,0.4,This over the top photo shows two men taking a break.,A person with swim cap and goggles taking a breath.,,,train
main-captions,33821,33822,images,2015,1171,4.6,Two brown dogs running together on sand,Two brown dogs are running on the sand.,,,train
main-captions,33831,33832,images,2015,1175,1.4,A black dog is chasing after a red Frisbee.,A black poodle is running in the snow.,,,train
main-captions,33841,33842,images,2015,1177,3.0,Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.,,,train
main-captions,33851,33852,images,2015,1178,4.2,A dog digging in the sand.,A brown dog digs in the sand.,,,train
main-captions,33861,33862,images,2015,1185,0.0,Two men sit on the sidewalk in front of stores.,A woman in a bathing suit walks a dog on the beach.,,,train
main-captions,33871,33872,images,2015,1186,4.6,A black and white spotted dog jumps over a stream.,A black and white spotted dog is jumping over the small stream of water.,,,train
main-captions,33881,33882,images,2015,1190,3.0,A person on a bmx bike.,A man on a bike in mid-air,,,train
main-captions,33891,33892,images,2015,1191,4.6,Two dogs running through tall grass.,Two dogs are running through a grassy area.,,,train
main-captions,33901,33902,images,2015,1192,1.0,Little white dog wearing a leash jumping after a red ball.,A black and white dog returns a stick in the snow.,,,train
main-captions,33911,33912,images,2015,1195,3.2,A group of people standing outside of a building.,A large group of people have formed a line outside.,,,train
main-captions,33921,33922,images,2015,1197,1.6,A group of four children dancing in a backyard.,A group of children do stretches on colored mats.,,,train
main-captions,33931,33932,images,2015,1199,4.8,a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.,,,train
main-captions,33941,33942,images,2015,1202,4.4,A boy waves around a sparkler.,A young boy is twisting a sparkler around in the air.,,,train
main-captions,33951,33952,images,2015,1207,2.6,Several people are sitting around a fire at night.,A group of people are standing and sitting around on the ground at night.,,,train
main-captions,33961,33962,images,2015,1209,4.0,Two different breeds of brown and white dogs play on the beach.,Two dogs playing in the sand at the beach.,,,train
main-captions,33971,33972,images,2015,1211,3.4,One man and two women dressed in vampire costumes,A man and two women dressed in costumes.,,,train
main-captions,33981,33982,images,2015,1214,2.4,"Two boys, one wearing a hat, in a playground.",Boy in tan hat laughs while sitting near playground equipment.,,,train
main-captions,33991,33992,images,2015,1218,5.0,Two dogs playing in snow.,Two dogs play in the snow.,,,train
main-captions,34001,34002,images,2015,1220,0.4,A woman holds a baby while a man looks at it as another man holding a child watches.,A woman stands with her arms out in a store while another woman holds a camera.,,,train
main-captions,34011,34012,images,2015,1221,4.6,A white fluffy dog is running in pure white snow.,"A fluffy, white dog running in the snow.",,,train
main-captions,34021,34022,images,2015,1222,0.0,A woman holding a newspaper.,A man rollerblading on a metal bar.,,,train
main-captions,34031,34032,images,2015,1223,3.4,A group of men playing brass instruments.,A group of guys play instruments outside.,,,train
main-captions,34041,34042,images,2015,1224,0.0,Two girls on the shore watch people in a boat fish.,"Two males, one in red and one in white playing a basketball game.",,,train
main-captions,34051,34052,images,2015,1225,4.0,a snowboarder jumps into the air.,A snowboarder flies through the air.,,,train
main-captions,34061,34062,images,2015,1226,0.6,A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river,,,train
main-captions,34071,34072,images,2015,1227,0.4,A little girl and a little boy hold hands on a shiny slide.,A little girl in a paisley dress runs across a sandy playground.,,,train
main-captions,34081,34082,images,2015,1228,4.2,Kids play soccer on a field.,Three boys playing soccer in a field,,,train
main-captions,34091,34092,images,2015,1232,2.8,A man jumps off of one rooftop onto another.,A young man jumps from one balcony to another.,,,train
main-captions,34101,34102,images,2015,1234,3.4,"One child pulls another, sitting in a red wagon, along the sand.",A young boy pulls another boy wearing a silly hat in a radio flyer wagon.,,,train
main-captions,34111,34112,images,2015,1245,2.4,An owl has its wings up and widespread during the day.,The bird has its wings spread as it flies.,,,train
main-captions,34121,34122,images,2015,1246,0.0,A man in a blue cap is sitting on a stool under a tree.,A dog standing on a beach with a ball nearby.,,,train
main-captions,34131,34132,images,2015,1248,4.4,A woman sings into a microphone by a guy playing a guitar.,A woman sings into a microphone with a guitar player in the background.,,,train
main-captions,34141,34142,images,2015,1249,2.8,Three sheep graze on the grassy field with a dog walking behind them.,a small group of goats in the grass with a black and white dog in the backgroud.,,,train
main-captions,34151,34152,images,2015,1250,4.4,a cyclist is making his bike jump between two rocks.,A man jumps his bicycle in the air between two rocks.,,,train
main-captions,34161,34162,images,2015,1253,1.8,A young girl with a pink hat on with a yellow building in the background.,A young girl in a pink dress with something in her hand.,,,train
main-captions,34171,34172,images,2015,1254,4.0,A girl in a pink dress rides her bike along a white picket fence.,A girl in a red dress rides her bike in front of a white fence.,,,train
main-captions,34181,34182,images,2015,1255,1.4,A brown furry animal stands behind some plants.,A dog pants while standing in the woods.,,,train
main-captions,34191,34192,images,2015,1259,1.0,A child in a red shirt is using a black wake board to splash over a beach wave.,A man in a rowboat is rowing across blue water.,,,train
main-captions,34201,34202,images,2015,1261,3.4,The tan and white dog is running in the field.,The brown and white dogs run through the field.,,,train
main-captions,34211,34212,images,2015,1273,0.8,"Two teenage girls, one is smiling.",A little girl on a kid swing.,,,train
main-captions,34221,34222,images,2015,1278,0.2,Two birds interacting in the grass,Two dogs play with each other outdoors.,,,train
main-captions,34231,34232,images,2015,1284,3.4,Two hikers stand at the top of a snowy mountain.,Two mountain climbers stand on the top of a mountain looking around.,,,train
main-captions,34241,34242,images,2015,1290,4.8,Two children in a field of red flowers.,Two kids are playing in a field of red flowers.,,,train
main-captions,34251,34252,images,2015,1291,4.0,A young men jumps off rocks into a lake.,A young man in red swimming trunks jumped off a large rock into the water.,,,train
main-captions,34261,34262,images,2015,1292,3.6,A small black dog is in the grass.,A black dog is running in the grass.,,,train
main-captions,34271,34272,images,2015,1293,1.0,A lady dressed in a kimono is looking at the camera.,Two girls dressed in black are sitting in a room making suggestive poses at the camera.,,,train
main-captions,34281,34282,images,2015,1295,0.0,A group of people are firing up a hot air balloon.,A large group of people riding brown and white horses.,,,train
main-captions,34291,34292,images,2015,1300,0.0,Children play fight with swords.,A child and parent pet a horse.,,,train
main-captions,34301,34302,images,2015,1301,1.4,A man is wind sailing in the ocean.,A dog is running through the ocean.,,,train
main-captions,34311,34312,images,2015,1303,1.4,Three dogs racing on a dirt track,Cars racing on a dirt track,,,train
main-captions,34321,34322,images,2015,1308,1.2,Two people holding hands and walking in a field.,Two men walking past a mural of a car.,,,train
main-captions,34331,34332,images,2015,1311,1.6,A brown dog chases a Frisbee,A brown dog squating on grass.,,,train
main-captions,34341,34342,images,2015,1316,5.0,Woman in red overalls standing on the sidewalk.,A woman in red overalls stands on sidewalk.,,,train
main-captions,34351,34352,images,2015,1317,2.8,A dog is running through a backyard full of leaves.,Three dogs run through a field.,,,train
main-captions,34361,34362,images,2015,1319,5.0,two puppies playing around in the grass,Two puppies play in the grass,,,train
main-captions,34371,34372,images,2015,1322,1.0,Two black and white dogs are playing together outside.,Two children and a black dog are playing out in the snow.,,,train
main-captions,34381,34382,images,2015,1323,1.0,Three dogs running through water.,A black dog running through water.,,,train
main-captions,34391,34392,images,2015,1325,1.2,A woman sits alone against a brick wall,A woman is walking with a red bag.,,,train
main-captions,34401,34402,images,2015,1331,2.6,A brown dog carrying a stick in its mouth.,A dog swimming with a stick in its mouth.,,,train
main-captions,34411,34412,images,2015,1332,0.8,A young woman leans over her plate at a meal.,"A young woman, topless except for paint or mud.",,,train
main-captions,34421,34422,images,2015,1335,3.8,A person climbs up a snowy hill while their dog follows.,A person climbs a snowy hill while a black dog follows.,,,train
main-captions,34431,34432,images,2015,1336,2.0,A brown dog sits on the beach.,A dog running on the beach,,,train
main-captions,34441,34442,images,2015,1340,5.0,Scuba diver submerged in water.,The scuba diver is underwater.,,,train
main-captions,34451,34452,images,2015,1341,1.8,The man is riding a bike down a dirt hill.,A trick bicyclist grinds down a handrail.,,,train
main-captions,34461,34462,images,2015,1342,2.6,A large gray dog is playing in the deep snow.,Four dogs playing in the snow.,,,train
main-captions,34471,34472,images,2015,1343,0.8,A man riding his bike on the beach by the ocean.,A man walking his cow down the side of the road.,,,train
main-captions,34481,34482,images,2015,1345,1.0,A dog in in a car.,A dog is biting a mop.,,,train
main-captions,34491,34492,images,2015,1348,1.2,A dog with floppy ears walking towards the camera in the woods.,A child in front of his own reflection turning towards the camera and smiling.,,,train
main-captions,34501,34502,images,2015,1350,2.4,A brown dog is splashing water everywhere by shaking the water off of itself.,A white dog is standing by a river shaking himself dry.,,,train
main-captions,34511,34512,images,2015,1356,1.8,A black and white dog is running on the beach.,The black and brown dog is running through the snow.,,,train
main-captions,34521,34522,images,2015,1359,3.4,Many middle eastern people are sitting in the back of a blue truck.,A group of people are riding in the back of a truck.,,,train
main-captions,34531,34532,images,2015,1360,4.2,Person with two ski poles skiing down a snowy hill.,A person skiing down a snowy hill.,,,train
main-captions,34541,34542,images,2015,1361,4.6,A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.,,,train
main-captions,34551,34552,images,2015,1362,2.2,A child and two dogs play in the water.,A child in red and blue floaties looking down at the water.,,,train
