id,sentence
44461,"Oracle shares were also higher, trading up 12 cents at $13.60."
44471,"With all precincts reporting, Fletcher — a three-term congressman from Lexington — had an overwhelming 57 percent of the vote."
44481,"In Hong Kong, 24 patients were quarantined Wednesday after seven public hospital workers developed flu-like symptoms."
44491,"On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand."
44501,"The unemployment rate rose a tenth of a percentage point to 6.1%, the highest level since July 1994."
44511,"As part of his deal, Mr. Delainey has agreed to cooperate in the continuing investigation."
44521,But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.
44531,Micron has declared its first quarterly profit for three years.
44541,The fines are part of failed Republican efforts to force or entice the Democrats to return.
44551,"The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months."
44561,U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.
44571,"Chavez said investigators feel confident they've got ""at least one of the fires resolved in that regard."""
44581,The man accused of using fake grenades to commandeer a Cuban plane that landed in Key West in April was sentenced Friday to 20 years in prison.
44591,"Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed."
44601,"The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal."
44611,"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi."
44621,"Counties with population declines will be Vermillion, Posey and Madison."
44631,"Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him."
44641,They were at Raffles Hospital over the weekend for further evaluation.
44651,"When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo."
44661,Plofsky said the commission won't investigate because the three-year statute of limitations has expired.
44671,"If convicted of the spying charges, he could face the death penalty."
44681,Entrenched interests are positioning themselves to control the network's chokepoints and they are lobbying the FCC to aid and abet them.
44691,But church members and observers say they expect that the decision could be problematic for many Episcopalians.
44701,Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.
44711,"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded."
44721,Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.
44731,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.
44741,"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe."
44751,"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86."
44761,Peace Rules defeated Funny Cide in the Louisiana Derby.
44771,Boeing said the final agreement is expected to be signed during the next few weeks.
44781,"Shares in EDS closed on Thursday at $18.51, a gain of 6 cents."
44791,A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.
44801,The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.
44811,"Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken."
44821,Consumers still would have to get a descrambling security card from their cable operator to plug into the set.
44831,"However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made""."
44841,"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research."
44851,"Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to."
44861,"The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium."
44871,"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said."
44881,"The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent."
44891,Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.
44901,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.
44911,"Excluding the charges, analysts, on average, expected a loss of 11 cents a share."
44921,"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder."
44931,Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.
44941,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving."
44951,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.
44961,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.
44971,The company didn't detail the costs of the replacement and repairs.
44981,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge."
44991,"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said."
45001,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful""."
45011,"Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices."
45021,"During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion."
45031,"Last year, he made an unsuccessful bid for the Democratic nomination for governor."
45041,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005."
45051,He was taken to a hospital for precautionary X-rays on his neck.
45061,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.
45071,There are 103 Democrats in the Assembly and 47 Republicans.
45081,"""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans."
45091,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week."
45101,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder."
45111,"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy."
45121,Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.
45131,Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.
45141,"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date."
45151,"""Spin and manipulative public relations and propaganda are not the answer,"" it said."
45161,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway."
45171,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks."
45181,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.
45191,Dusty had battled kidney cancer for more than a year.
45201,"Kadyrov was not injured, but four of his bodyguards were among those killed."
45211,The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.
45221,The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.
45231,VeriSign introduced its Site Finder service on Sept. 15.
45241,"Druce is still being held at the prison and is now in isolation, she said."
45251,"Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces."
45261,"After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend."
45271,"Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted."
45281,July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.
45291,"Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld."
45301,"The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao."
45311,"The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period."
45321,"Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham."
45331,ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.
45341,The union had not yet revealed which chain would be targeted.
45351,"Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City."
45361,"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server."
45371,Turkish authorities have said all the suicide bombers were Turks.
45381,"In April, it had forecast operating earnings in the range of 60 to 80 cents a share."
45391,"From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages."
45401,"Others with such a status are Egypt, Israel, and Australia."
45411,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).
45421,"Additionally, the h2210’s cradle has room to charge a second battery."
45431,"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary."
45441,"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said."
45451,"In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales."
45461,"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed."
45471,This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.
45481,"""The figures are becoming catastrophic,"" said Dr. Patrick Pelloux, the president of the association of emergency room physicians."
45491,"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom."
45501,The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.
45511,"Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion."
45521,The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.
45531,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.
45541,"The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network."
45551,"Pataki praised Abraham's decision, and LIPA Chairman Richard Kessel said the cable should be kept in operation permanently."
45561,Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.
45571,Meningitis is an infection of the spinal cord fluid and the tissue around the brain.
45581,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.
45591,"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid, which is in our view illegal and morally and politically unjustifiable."""
45601,"It exploded in his hands, but the former Italian prime minister was unhurt."
45611,"Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty."
45621,"Waksal, in a letter to the court, said: ""I tore my family apart."
45631,"Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said."
45641,"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there."
45651,"Once converted, BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares."
45661,OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.
45671,"The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam, which now accounts for up to half of all e-mail traffic."
45681,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.
45691,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."""
45701,"Richard Miller remained hospitalized after undergoing a liver transplant, but his wife has recovered."
45711,Sequent representatives could not immediately be reached for comment on the SCO announcement.
45721,The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.
45731,"WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test."
45741,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.
45751,"In connection with the incident, I have acknowledged that I behaved inappropriately."""
45761,"A spokesman said: ""Since November, we have co-operated fully with the police."
45771,"Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe."
45781,"The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970."
45791,People who once thought their blood pressure was fine actually may be well on their way to hypertension under new U.S. guidelines published on Wednesday.
45801,Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.
45811,The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.
45821,"""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said."
45831,"Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market."
45841,"By state law, 911 calls are not public information and were not released."
45851,The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.
45861,Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.
45871,"The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15."
45881,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.
45891,Wal-Mart estimates more than 100 million Americans visit their stores every week.
45901,"Added Mr. Prodi: ""Maybe, but the old age helps us to understand our strengths and our weakness."""
45911,"""I am proud that I stood against Richard Nixon, not with him,"" Kerry said."
45921,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq."
45931,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada."
45941,"""This has been a persistent problem that has not been solved,"" investigation board member Steven Wallace said."
45951,"""Americans don't cut and run, we have to see this misadventure through,"" she said."
45961,"""There is no doubt about the chemical programme, biological programme, indeed nuclear programme, indeed all that was documented by the UN,"" he said."
45971,Ridge said no real explosives or harmful devices will be used in the exercise.
45981,"This is America, my friends, and it should not happen here,"" he said to loud applause."
45991,"On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon."
46001,"Amnesty International has said that over the past 20 years it has collected information about 17,000 disappearances in Iraq but the actual figure may be much higher."
46011,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.
46021,She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.
46031,"In a mixture of ancient pagan and modern Christian rites, the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor."
46041,"The Dow Jones industrial average .DJI edged up 13.33 points, or 0.15 percent, to 9,196.55."
46051,Monkeypox is usually found only in central and western Africa.
46061,"The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions."
46071,"In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques."
46081,The launch coincides with the JavaOne developers' conference in San Francisco this week.
46091,"A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her."
46101,"The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas."
46111,"SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor."
46121,"Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday."
46131,He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.
46141,Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.
46151,"The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast."
46161,"""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"" they announced at a press conference yesterday."
46171,"Still, the ""somewhat ambiguous ruling"" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said."
46181,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.
46191,"That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia."
46201,"The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51."
46211,Agriculture ministers from more than one hundred nations are expected to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsored by the U.S. Department of Agriculture.
46221,Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.
46231,This year the Audubon Society once again hosts its annual Christmas Bird Count.
46241,"Before it was removed, the site listed in broken English the rules for hackers who might participate."
46251,Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.
46261,They also found shortness was associated with a family history of hearing loss.
46271,"Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound."
46281,"In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation."
46291,A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz.
46301,"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said."
46311,"Doctors had planned to deliver him two weeks early, on or around November 14."
46321,"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie."""
46331,"The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data."
46341,"Founders of the group are Matsushita Electric, Sony, Hitachi, NEC, Royal Philips Electronics, Samsung, Sharp and Toshiba."
46351,"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."
46361,"During a screaming match in 1999, Carolyn told John she was still sleeping with Bergin."
46371,"On the other hand, if this will help further establish Steve's innocence, we welcome it."""
46381,"Fletcher said he expects to have the support of lawmakers from agricultural states, many of whom are on the committee."
46391,"Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women, aged 16 and 18."
46401,Such a step could put the issue before the UN Security Council.
46411,"He planned to stay all day until the river crested, which was forecast for late last night."
46421,"The camp hosts summer religious retreats for children and other events year-round, according to its Web site."
46431,Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.
46441,"Gemstar's shares gathered up 2.6 percent, adding 14 cents to $5.49 at the close."
46451,"Along with chipmaker Intel, the companies include Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. and Nokia Corp."
46461,"Kroger Co., which owns Ralphs, and Albertsons Inc. bargain jointly with Safeway and locked out their union workers the next day."
46471,"According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures."
46481,Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.
46491,"The Dow Jones industrial average <.DJI> was off 58.69 points, or 0.64 percent, at 9,137.86."
46501,"His lawyer, Pamela MacKey, said Bryant expects to be completely exonerated."
46511,"It was the best advance since Oct. 1, when the index gained 22.25."
46521,Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care.
46531,Scientists believed Stardust trapped thousands of particles of dust.
46541,The report by the independent expert committee aims to dissipate any suspicion about the Hong Kong government's handling of the SARS crisis.
46551,Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.
46561,"The drop in core wholesale prices in April reflected falling prices for cars, trucks, men's and boy's clothes and cigarettes."
46571,"International rescue workers are scouring flattened debris for survivors in Iran's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people."
46581,"Griffith, a Mount Airy native, now lives on the North Carolina coast in Manteo."
46591,The Conference Board reported its U.S. Consumer Confidence Index slipped to 83.5 in June from 83.6 in May.
46601,"""I notice a mood change in their priorities,"" one politician said."
46611,"Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible."
46621,"The network is also dropping its Friday night ""Dateline"" edition."
46631,Vice President Dick Cheney and Mississippi Republican gubernatorial candidate Haley Barbour acknowledge the cheering crowd.
46641,"The 51-year-old nurse worked at North York General Hospital, the epicentre of the latest outbreak."
46651,Rusch has also allowed five or more earned runs in each of his last three starts.
46661,Mr. Turner transferred about 10 million shares to a charitable trust before they were sold.
46671,He also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself.
46681,The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.
46691,Florida Sen. Bob Graham was not identifiable by 61 percent of those polled.
46701,"The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59."
46711,"As a result, 24 players broke par in the first round."
46721,Albertsons and Kroger's Ralphs chain locked out their workers in response.
46731,"The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36."
46741,"Shares of SCO closed at $10.93, down 28 cents, in Monday trading on the Nasdaq Stock Market."
46751,"The House voted 425 to 2 to clear the bill, the first of 13 that Congress must pass each year to fund the federal government."
46761,"Knight agreed to a two-year, $2.38 million contract that included a $300,000 signing bonus."
46771,"Against the Japanese currency, the euro was at 135.92/6.04 yen against the late New York level of 136.03/14."
46781,The procedure is generally performed in the second or third trimester.
46791,"Besides Hampton and Newport News, the grant funds water testing in Yorktown, King George County, Norfolk and Virginia Beach."
46801,He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.
46811,"With diplomacy heating up in the nearly 10-month-old nuclear crisis, Chinese Foreign Minister Li Zhaoxing is slated to visit South Korea from August 13 to 15."
46821,Bond bulls would like the Fed to recognize that risks are biased toward economic weakness.
46831,"""There is the real potential for a secondary collapse,"" Gov. James McGreevey said."
46841,No. 2 HP saw its Unix server sales dropped 3.6 percent to $1.36 billion.
46851,"""People are obviously inconvenienced,"" said Dr. Jim Young, Ontario's commissioner of public safety."
46861,"The others were given copies of ""Dr. Atkins' New Diet Revolution"" and told to follow it."
46871,"The rapper's lawyer, Mark Gann, didn't return calls for comment."
46881,"Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt, in part to plug a hole in its pension plan."
46891,Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.
46901,"Licensing revenue slid 21 percent, however, to $107.6 million."
46911,"Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures."
46921,"The Bishop of Armidale, Peter Brain, was forthright."
46931,"When fully operational, the facility is expected to employ up to 1,000 people."
46941,The American Stock Exchange biotech index .BTK surged 5 percent.
46951,"""I really liked him and I still do,"" Cohen Alon told the Herald yesterday."
46961,"For the full 12-month period ending June 30, 2003, advanced services lines for ADSL increased by 37 percent and cable modem connections increased by 75 percent."
46971,State Education Commissioner Kent King said Wednesday that the scores on the Missouri Assessment Program tests disappointed him.
46981,"Agents found more than 1,000 credit cards and credit card duplicating machines during a search of Ragin's address."
46991,"Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales."
47001,Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.
47011,"Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony."
47021,"The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share."
47031,"Officials are trying to retrieve the bodies from the water,"" police officer J.D. Tambe told Reuters, adding 26 of the dead were women."
47041,"According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June."
47051,"""This is an easy case in my view and wholly without merit, both factually and legally."""
47061,The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts.
47071,"The WiFi potties were to be unveiled this summer, at music festivals in Britain."
47081,"MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found."
47091,Forecasters said warnings might go up for Cuba later Thursday.
47101,Shiites make up 20 percent of the country's population.
47111,"The CWA, which represents more than 2,300 Comcast employees, called that excessive when a typical union employee makes about $27,000 a year."
47121,"The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue."
47131,"GALLOWAY TOWNSHIP, N.J. Annika Sorenstam drew the crowds, Michelle Wie got the publicity but Angela Stanford took her first LPGA victory."
47141,British Airways' New York-to-London runs will end in October.
47151,"The new policy gives greatest weight to grades, test scores and a student's high school curriculum."
47161,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts."
47171,"The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas."
47181,"The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60."
47191,AFTRA members approved the merger by a vote of 75.88% to 24.12%.
47201,"The currency briefly weakened slightly on Monday to trade at 55.34/39, not far from its record low of 55.75."
47211,"While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida."
47221,"On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded."
47231,"""I'm real excited to be a Cleveland Cavalier,"" James said."
47241,"According to law enforcement officials, the person arrested was a known sophisticated hacker."
47251,"Excluding litigation charges, RIM's loss narrowed even further to 1 cent a share."
47261,"The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69."
47271,"It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation."
47281,"Mr Alibek said: ""Our outcomes are very encouraging."
47291,"A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub."
47301,Wells’ other series include NBC’s ER and Third Watch.
47311,"Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada."
47321,Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.
47331,"She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren."
47341,Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.
47351,The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.
47361,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.
47371,"Several shots rang out in the darkness, but only one gator had been killed by 11 p.m."
47381,"The broader Standard & Poor's 500 Index <.SPX> was 0.46 points lower, or 0.05 percent, at 997.02."
47391,"Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it."
47401,"The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March."
47411,"Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister, Mahmoud Abbas, in the Jordanian port of Aqaba on Wednesday."
47421,"""Unlike many early-stage Internet firms, Google is believed to be profitable."
47431,"""It is safe to assume the Senate is prepared to pass some form of cap,"" King said."
47441,"And when asked if he felt regret or guilt about the attack his answer was an adamant ""no""."
47451,"Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people), which shot 32 percent higher."
47461,Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.
47471,"""If you pass this bill, Big Brother will be watching you,"" said Rep. John Mabry, D-Waco."
47481,"Douglas Robinson, a senior vice president of finance, will take over as chief financial officer on an interim basis."
47491,Several states and the federal government later passed similar or more strict bans.
47501,"Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines."
47511,"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend."
47521,"Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m."
47531,"The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2."
47541,"The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday."
47551,The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.
47561,"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion."
47571,"In January 2000, notebooks represented less than 25 percent of sales volume."
47581,Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.
47591,"""What can I say to you?"" he told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families."
47601,"She had only a single condition, that the book not be published until her death."
47611,The findings are published in the November 6 edition of the journal Nature.
47621,"Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation."
47631,"U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons, presenting a united front after months of bitter acrimony over Iraq."
47641,He left the army for Syria where he received religious training.
